"ec_clean_tenant_id"|"ec_lotting_attribute_name"|"ec_lotting_attribute_value"|"ec_lotting_attribute_priority"|"itm_nbr_sus_itm"|"material_number_sap_dim_mtrl"|"usf_product_number_usf_integrated_product_master "
0xHmOlK|Product SZ Size/Count/Ripeness Designation|20 CT|03|1521996||
0xHmOlK|Grade|US #1 FANCY|04|1521996||
0xHmOlK|Storage Type|NOT APPLICABLE|05|1521996||
0xHmOlK|Packaging|CARTON|06|1521996||
0xHmOlK|Growing Area|WESTERN|07|1521996||
0xHmOlK|Growing Practices|CONVENTIONAL|08|1521996||
0xHmOlK|Product Style|WHOLE FRESH|09|1521996||
0xHmOlK|Processing|NOT IDENTIFIED|10|1521996||
0xHmOlK|Skin State|SKIN-ON|11|1521996||
0xHmOlK|Core State|WITH CORE|12|1521996||
0vhLZpu|Primary Variety|NOT IDENTIFIED|01|3650140||
0vhLZpu|Sub Variety / Color|NOT IDENTIFIED|02|3650140||
0vhLZpu|Product SZ Size/Count/Ripeness Designation|20 CT|03|3650140||
0vhLZpu|Grade|US #1 FANCY|04|3650140||
0vhLZpu|Storage Type|NOT APPLICABLE|05|3650140||
0vhLZpu|Packaging|CARTON|06|3650140||
0vhLZpu|Growing Area|WESTERN|07|3650140||
0vhLZpu|Growing Practices|CONVENTIONAL|08|3650140||
0vhLZpu|Product Style|WHOLE FRESH|09|3650140||
0vhLZpu|Processing|NOT IDENTIFIED|10|3650140||
0vhLZpu|Skin State|SKIN-ON|11|3650140||
0vhLZpu|Core State|WITH CORE|12|3650140||
0qBFm2I|Primary Variety|NOT IDENTIFIED|01|8684318||
0qBFm2I|Sub Variety / Color|NOT IDENTIFIED|02|8684318||
0qBFm2I|Product SZ Size/Count/Ripeness Designation|5 LB|03|8684318||
0qBFm2I|Grade|US #1 FANCY|04|8684318||
0qBFm2I|Storage Type|NOT APPLICABLE|05|8684318||
0qBFm2I|Packaging|CARTON|06|8684318||
0qBFm2I|Growing Area|WESTERN|07|8684318||
0qBFm2I|Growing Practices|CONVENTIONAL|08|8684318||
0qBFm2I|Product Style|WHOLE FRESH|09|8684318||
0qBFm2I|Processing|NOT IDENTIFIED|10|8684318||
0qBFm2I|Skin State|SKIN-ON|11|8684318||
0qBFm2I|Core State|WITH CORE|12|8684318||
0p7KA1m|Primary Variety|RED|01|7991490|7991490|
0p7KA1m|Sub Variety / Color|RED|02|7991490|7991490|
0p7KA1m|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|7991490|7991490|
0p7KA1m|Grade|US #1 FANCY|04|7991490|7991490|
0p7KA1m|Storage Type|NOT APPLICABLE|05|7991490|7991490|
0p7KA1m|Packaging|CARTON|06|7991490|7991490|
0p7KA1m|Growing Area|WESTERN|07|7991490|7991490|
0p7KA1m|Growing Practices|CONVENTIONAL|08|7991490|7991490|
0p7KA1m|Product Style|WHOLE FRESH|09|7991490|7991490|
0p7KA1m|Processing|NOT IDENTIFIED|10|7991490|7991490|
0p7KA1m|Skin State|SKIN-ON|11|7991490|7991490|
0p7KA1m|Core State|WITH CORE|12|7991490|7991490|
0tgsg5O|Primary Variety|NOT IDENTIFIED|01|1800927||
0tgsg5O|Sub Variety / Color|NOT IDENTIFIED|02|1800927||
0tgsg5O|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|1800927||
0tgsg5O|Grade|US #1 FANCY|04|1800927||
0tgsg5O|Storage Type|NOT APPLICABLE|05|1800927||
0tgsg5O|Packaging|CARTON|06|1800927||
0tgsg5O|Growing Area|WESTERN|07|1800927||
0tgsg5O|Growing Practices|CONVENTIONAL|08|1800927||
0tgsg5O|Product Style|WHOLE FRESH|09|1800927||
0tgsg5O|Processing|NOT IDENTIFIED|10|1800927||
0tgsg5O|Skin State|SKIN-ON|11|1800927||
0tgsg5O|Core State|WITH CORE|12|1800927||
0yByDdG|Primary Variety|ASIAN|01|2545685||
0yByDdG|Sub Variety / Color|NOT IDENTIFIED|02|2545685||
0yByDdG|Product SZ Size/Count/Ripeness Designation|48 CT|03|2545685||
0yByDdG|Grade|US #1 FANCY|04|2545685||
0yByDdG|Storage Type|NOT APPLICABLE|05|2545685||
0yByDdG|Packaging|CARTON|06|2545685||
0yByDdG|Growing Area|NOT IDENTIFIED|07|2545685||
0yByDdG|Growing Practices|CONVENTIONAL|08|2545685||
0yByDdG|Product Style|WHOLE FRESH|09|2545685||
0yByDdG|Processing|NOT IDENTIFIED|10|2545685||
0yByDdG|Skin State|SKIN-ON|11|2545685||
0yByDdG|Core State|WITH CORE|12|2545685||
0sMvlA6|Primary Variety|BOSC|01|3382454||
0sMvlA6|Sub Variety / Color|NOT IDENTIFIED|02|3382454||
0sMvlA6|Product SZ Size/Count/Ripeness Designation|80 CT|03|3382454||
0sMvlA6|Grade|US #1 FANCY|04|3382454||
0sMvlA6|Storage Type|NOT APPLICABLE|05|3382454||
0sMvlA6|Packaging|CARTON|06|3382454||
0sMvlA6|Growing Area|WESTERN|07|3382454||
0sMvlA6|Growing Practices|CONVENTIONAL|08|3382454||
0sMvlA6|Product Style|WHOLE FRESH|09|3382454||
0sMvlA6|Processing|NOT IDENTIFIED|10|3382454||
0sMvlA6|Skin State|SKIN-ON|11|3382454||
0sMvlA6|Core State|WITH CORE|12|3382454||
0qJAtNu|Primary Variety|ASIAN|01|2967741||
0qJAtNu|Sub Variety / Color|NOT IDENTIFIED|02|2967741||
0qJAtNu|Product SZ Size/Count/Ripeness Designation|44 CT|03|2967741||
0qJAtNu|Grade|US #1 FANCY|04|2967741||
0qJAtNu|Storage Type|NOT APPLICABLE|05|2967741||
0qJAtNu|Packaging|CARTON|06|2967741||
0qJAtNu|Growing Area|NOT IDENTIFIED|07|2967741||
0qJAtNu|Growing Practices|CONVENTIONAL|08|2967741||
0qJAtNu|Product Style|WHOLE FRESH|09|2967741||
0qJAtNu|Processing|NOT IDENTIFIED|10|2967741||
0qJAtNu|Skin State|SKIN-ON|11|2967741||
0qJAtNu|Core State|WITH CORE|12|2967741||
0rb4yV4|Primary Variety|ANJOU|01|1599747||
0rb4yV4|Sub Variety / Color|NOT IDENTIFIED|02|1599747||
0rb4yV4|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|1599747||
0rb4yV4|Grade|US #1 FANCY|04|1599747||
0rb4yV4|Storage Type|NOT APPLICABLE|05|1599747||
0rb4yV4|Packaging|CARTON|06|1599747||
0rb4yV4|Growing Area|WESTERN|07|1599747||
0rb4yV4|Growing Practices|CONVENTIONAL|08|1599747||
0rb4yV4|Product Style|WHOLE FRESH|09|1599747||
0rb4yV4|Processing|NOT IDENTIFIED|10|1599747||
0rb4yV4|Skin State|SKIN-ON|11|1599747||
0rb4yV4|Core State|WITH CORE|12|1599747||
0pT4fry|Commodity Type|GARLIC|01|5502976||
0pT4fry|Primary Variety|NOT APPLICABLE|02|5502976||
0pT4fry|Color|NOT APPLICABLE|03|5502976||
0pT4fry|Preparation|NOT APPLICABLE|04|5502976||
0pT4fry|Packed In|OIL|05|5502976||
0pT4fry|Processing Style|CHOPPED|06|5502976||
0pT4fry|Process Dimension|NOT APPLICABLE|07|5502976||
0pT4fry|Product Size|NOT APPLICABLE|08|5502976||
0pT4fry|Seasoning/Flavor Profile|NOT APPLICABLE|09|5502976||
0pT4fry|Growing Area|NOT APPLICABLE|10|5502976||
0pT4fry|Growing Practices|TRADITIONAL|11|5502976||
0pT4fry|Packaging|CARTON BAG|12|5502976||
0ujPjx0|Commodity Type|GARLIC|01|1293731||
0ujPjx0|Primary Variety|NOT APPLICABLE|02|1293731||
0ujPjx0|Color|BLACK|03|1293731||
0ujPjx0|Preparation|FRESH|04|1293731||
0ujPjx0|Packed In|NOT APPLICABLE|05|1293731||
0ujPjx0|Processing Style|WHOLE|06|1293731||
0ujPjx0|Process Dimension|NOT APPLICABLE|07|1293731||
0ujPjx0|Product Size|NOT APPLICABLE|08|1293731||
0ujPjx0|Seasoning/Flavor Profile|NOT APPLICABLE|09|1293731||
0ujPjx0|Growing Area|NOT APPLICABLE|10|1293731||
0ujPjx0|Growing Practices|TRADITIONAL|11|1293731||
0ujPjx0|Packaging|CARTON JAR|12|1293731||
0wQTjFu|Commodity Type|GARLIC|01|1307343||
0wQTjFu|Primary Variety|NOT APPLICABLE|02|1307343||
0wQTjFu|Color|NOT APPLICABLE|03|1307343||
0wQTjFu|Preparation|FRESH|04|1307343||
0wQTjFu|Packed In|NOT APPLICABLE|05|1307343||
0wQTjFu|Processing Style|WHOLE|06|1307343||
0wQTjFu|Process Dimension|NOT APPLICABLE|07|1307343||
0wQTjFu|Product Size|COLOSSAL|08|1307343||
0wQTjFu|Seasoning/Flavor Profile|NOT APPLICABLE|09|1307343||
0wQTjFu|Growing Area|NOT APPLICABLE|10|1307343||
0wQTjFu|Growing Practices|TRADITIONAL|11|1307343||
0wQTjFu|Packaging|CARTON BULK|12|1307343||
0t9bD5K|Commodity Type|GARLIC|01|7543648||
0t9bD5K|Primary Variety|NOT APPLICABLE|02|7543648||
0t9bD5K|Color|NOT APPLICABLE|03|7543648||
0t9bD5K|Preparation|FRESH|04|7543648||
0t9bD5K|Packed In|NOT APPLICABLE|05|7543648||
0t9bD5K|Processing Style|PEELED|06|7543648||
0t9bD5K|Process Dimension|NOT APPLICABLE|07|7543648||
0t9bD5K|Product Size|NOT APPLICABLE|08|7543648||
0t9bD5K|Seasoning/Flavor Profile|NOT APPLICABLE|09|7543648||
0t9bD5K|Growing Area|NOT APPLICABLE|10|7543648||
0t9bD5K|Growing Practices|TRADITIONAL|11|7543648||
0t9bD5K|Packaging|CARTON JAR|12|7543648||
0rPXOys|Commodity Type|GARLIC|01|6368740||
0rPXOys|Primary Variety|NOT APPLICABLE|02|6368740||
0rPXOys|Color|NOT APPLICABLE|03|6368740||
0rPXOys|Preparation|FRESH|04|6368740||
0rPXOys|Packed In|NOT APPLICABLE|05|6368740||
0rPXOys|Processing Style|WHOLE|06|6368740||
0rPXOys|Process Dimension|NOT APPLICABLE|07|6368740||
0rPXOys|Product Size|NOT APPLICABLE|08|6368740||
0rPXOys|Seasoning/Flavor Profile|NOT APPLICABLE|09|6368740||
0rPXOys|Growing Area|NOT APPLICABLE|10|6368740||
0rPXOys|Growing Practices|TRADITIONAL|11|6368740||
0rPXOys|Packaging|CARTON JAR|12|6368740||
0tPBlzi|Commodity Type|GINGER|01|6095129||
0tPBlzi|Primary Variety|ROOT|02|6095129||
0tPBlzi|Color|NOT APPLICABLE|03|6095129||
0tPBlzi|Preparation|FRESH|04|6095129||
0tPBlzi|Packed In|NOT APPLICABLE|05|6095129||
0tPBlzi|Processing Style|WHOLE|06|6095129||
0tPBlzi|Process Dimension|NOT APPLICABLE|07|6095129||
0tPBlzi|Product Size|NOT APPLICABLE|08|6095129||
0tPBlzi|Seasoning/Flavor Profile|NOT APPLICABLE|09|6095129||
0tPBlzi|Growing Area|HAWAII|10|6095129||
0tPBlzi|Growing Practices|TRADITIONAL|11|6095129||
0tPBlzi|Packaging|CARTON BULK|12|6095129||
0r0Vx2s|Commodity Type|GINGER|01|1506262||
0r0Vx2s|Primary Variety|NOT APPLICABLE|02|1506262||
0r0Vx2s|Color|NOT APPLICABLE|03|1506262||
0r0Vx2s|Preparation|FRESH|04|1506262||
0r0Vx2s|Packed In|NOT APPLICABLE|05|1506262||
0r0Vx2s|Processing Style|NOT APPLICABLE|06|1506262||
0r0Vx2s|Process Dimension|NOT APPLICABLE|07|1506262||
0r0Vx2s|Product Size|NOT APPLICABLE|08|1506262||
0r0Vx2s|Seasoning/Flavor Profile|NOT APPLICABLE|09|1506262||
0r0Vx2s|Growing Area|NOT APPLICABLE|10|1506262||
0r0Vx2s|Growing Practices|TRADITIONAL|11|1506262||
0r0Vx2s|Packaging|CARTON BULK|12|1506262||
0rxKUbe|Commodity Type|SHALLOT|01|1977743||
0rxKUbe|Primary Variety|NOT APPLICABLE|02|1977743||
0rxKUbe|Color|NOT APPLICABLE|03|1977743||
0rxKUbe|Preparation|FRESH|04|1977743||
0rxKUbe|Packed In|NOT APPLICABLE|05|1977743||
0rxKUbe|Processing Style|PEELED|06|1977743||
0rxKUbe|Process Dimension|NOT APPLICABLE|07|1977743||
0rxKUbe|Product Size|NOT APPLICABLE|08|1977743||
0rxKUbe|Seasoning/Flavor Profile|NOT APPLICABLE|09|1977743||
0rxKUbe|Growing Area|NOT APPLICABLE|10|1977743||
0rxKUbe|Growing Practices|TRADITIONAL|11|1977743||
0rxKUbe|Packaging|CARTON JAR|12|1977743||
0mu5nGA|Commodity Type|GINGER|01|3874146|3874146|
0mu5nGA|Primary Variety|NOT APPLICABLE|02|3874146|3874146|
0mu5nGA|Color|PINK|03|3874146|3874146|
0mu5nGA|Preparation|PICKLED|04|3874146|3874146|
0mu5nGA|Packed In|NOT APPLICABLE|05|3874146|3874146|
0mu5nGA|Processing Style|SLICED|06|3874146|3874146|
0mu5nGA|Process Dimension|NOT APPLICABLE|07|3874146|3874146|
0mu5nGA|Product Size|NOT APPLICABLE|08|3874146|3874146|
0mu5nGA|Seasoning/Flavor Profile|NOT APPLICABLE|09|3874146|3874146|
0mu5nGA|Growing Area|NOT APPLICABLE|10|3874146|3874146|
0mu5nGA|Growing Practices|TRADITIONAL|11|3874146|3874146|
0mu5nGA|Packaging|CARTON JAR|12|3874146|3874146|
0qnLjcs|Commodity Type|GINGER|01|5779390||
0qnLjcs|Primary Variety|NOT APPLICABLE|02|5779390||
0qnLjcs|Color|NOT APPLICABLE|03|5779390||
0qnLjcs|Preparation|NOT APPLICABLE|04|5779390||
0qnLjcs|Packed In|NOT APPLICABLE|05|5779390||
0qnLjcs|Processing Style|NOT APPLICABLE|06|5779390||
0qnLjcs|Process Dimension|NOT APPLICABLE|07|5779390||
0qnLjcs|Product Size|NOT APPLICABLE|08|5779390||
0qnLjcs|Seasoning/Flavor Profile|NOT APPLICABLE|09|5779390||
0qnLjcs|Growing Area|NOT APPLICABLE|10|5779390||
0qnLjcs|Growing Practices|TRADITIONAL|11|5779390||
0qnLjcs|Packaging|CARTON BULK|12|5779390||
0s3o2H0|Commodity Type|GINGER|01|5740370||
0s3o2H0|Primary Variety|NOT APPLICABLE|02|5740370||
0s3o2H0|Color|WHITE|03|5740370||
0s3o2H0|Preparation|NOT APPLICABLE|04|5740370||
0s3o2H0|Packed In|NOT APPLICABLE|05|5740370||
0s3o2H0|Processing Style|SLICED|06|5740370||
0s3o2H0|Process Dimension|NOT APPLICABLE|07|5740370||
0s3o2H0|Product Size|NOT APPLICABLE|08|5740370||
0s3o2H0|Seasoning/Flavor Profile|NOT APPLICABLE|09|5740370||
0s3o2H0|Growing Area|NOT APPLICABLE|10|5740370||
0s3o2H0|Growing Practices|TRADITIONAL|11|5740370||
0s3o2H0|Packaging|CARTON BULK|12|5740370||
0tksiCU|Commodity Type|GARLIC|01|1223629||
0tksiCU|Primary Variety|NOT APPLICABLE|02|1223629||
0tksiCU|Color|NOT APPLICABLE|03|1223629||
0tksiCU|Preparation|NOT APPLICABLE|04|1223629||
0tksiCU|Packed In|NOT APPLICABLE|05|1223629||
0tksiCU|Processing Style|SLICED|06|1223629||
0tksiCU|Process Dimension|NOT APPLICABLE|07|1223629||
0tksiCU|Product Size|NOT APPLICABLE|08|1223629||
0tksiCU|Seasoning/Flavor Profile|NOT APPLICABLE|09|1223629||
0tksiCU|Growing Area|NOT APPLICABLE|10|1223629||
0tksiCU|Growing Practices|TRADITIONAL|11|1223629||
0tksiCU|Packaging|CARTON BAG|12|1223629||
0oAY1e2|Commodity Type|GINGER|01|2189700|2189700|
0oAY1e2|Primary Variety|NOT APPLICABLE|02|2189700|2189700|
0oAY1e2|Color|NOT APPLICABLE|03|2189700|2189700|
0oAY1e2|Preparation|PICKLED|04|2189700|2189700|
0oAY1e2|Packed In|NOT APPLICABLE|05|2189700|2189700|
0oAY1e2|Processing Style|NOT APPLICABLE|06|2189700|2189700|
0oAY1e2|Process Dimension|NOT APPLICABLE|07|2189700|2189700|
0oAY1e2|Product Size|NOT APPLICABLE|08|2189700|2189700|
0oAY1e2|Seasoning/Flavor Profile|NOT APPLICABLE|09|2189700|2189700|
0oAY1e2|Growing Area|NOT APPLICABLE|10|2189700|2189700|
0oAY1e2|Growing Practices|TRADITIONAL|11|2189700|2189700|
0oAY1e2|Packaging|CARTON BAG|12|2189700|2189700|
0v0gS8M|Commodity Type|GARLIC|01|1859901||
0v0gS8M|Primary Variety|NOT APPLICABLE|02|1859901||
0v0gS8M|Color|NOT APPLICABLE|03|1859901||
0v0gS8M|Preparation|NOT APPLICABLE|04|1859901||
0v0gS8M|Packed In|NOT APPLICABLE|05|1859901||
0v0gS8M|Processing Style|WHOLE|06|1859901||
0v0gS8M|Process Dimension|NOT APPLICABLE|07|1859901||
0v0gS8M|Product Size|NOT APPLICABLE|08|1859901||
0v0gS8M|Seasoning/Flavor Profile|ZESTY|09|1859901||
0v0gS8M|Growing Area|NOT APPLICABLE|10|1859901||
0v0gS8M|Growing Practices|TRADITIONAL|11|1859901||
0v0gS8M|Packaging|CARTON BULK|12|1859901||
0nCFIRC|Commodity Type|GINGER|01|1185545|1185545|
0nCFIRC|Primary Variety|ROOT|02|1185545|1185545|
0nCFIRC|Color|NOT APPLICABLE|03|1185545|1185545|
0nCFIRC|Preparation|FRESH|04|1185545|1185545|
0nCFIRC|Packed In|NOT APPLICABLE|05|1185545|1185545|
0nCFIRC|Processing Style|NOT APPLICABLE|06|1185545|1185545|
0nCFIRC|Process Dimension|NOT APPLICABLE|07|1185545|1185545|
0nCFIRC|Product Size|NOT APPLICABLE|08|1185545|1185545|
0nCFIRC|Seasoning/Flavor Profile|NOT APPLICABLE|09|1185545|1185545|
0nCFIRC|Growing Area|NOT APPLICABLE|10|1185545|1185545|
0nCFIRC|Growing Practices|TRADITIONAL|11|1185545|1185545|
0nCFIRC|Packaging|CARTON JAR|12|1185545|1185545|
0v7iZhW|Commodity Type|GARLIC|01|6908131||
0v7iZhW|Primary Variety|NOT APPLICABLE|02|6908131||
0v7iZhW|Color|NOT APPLICABLE|03|6908131||
0v7iZhW|Preparation|NOT APPLICABLE|04|6908131||
0v7iZhW|Packed In|NOT APPLICABLE|05|6908131||
0v7iZhW|Processing Style|NOT APPLICABLE|06|6908131||
0v7iZhW|Process Dimension|NOT APPLICABLE|07|6908131||
0v7iZhW|Product Size|LARGE|08|6908131||
0v7iZhW|Seasoning/Flavor Profile|NOT APPLICABLE|09|6908131||
0v7iZhW|Growing Area|NOT APPLICABLE|10|6908131||
0v7iZhW|Growing Practices|TRADITIONAL|11|6908131||
0v7iZhW|Packaging|CARTON BULK|12|6908131||
0nb583a|Commodity Type|GARLIC|01|6332399|6332399|
0nb583a|Primary Variety|NOT APPLICABLE|02|6332399|6332399|
0nb583a|Color|NOT APPLICABLE|03|6332399|6332399|
0nb583a|Preparation|FRESH|04|6332399|6332399|
0nb583a|Packed In|NOT APPLICABLE|05|6332399|6332399|
0nb583a|Processing Style|NOT APPLICABLE|06|6332399|6332399|
0nb583a|Process Dimension|NOT APPLICABLE|07|6332399|6332399|
0nb583a|Product Size|NOT APPLICABLE|08|6332399|6332399|
0nb583a|Seasoning/Flavor Profile|NOT APPLICABLE|09|6332399|6332399|
0nb583a|Growing Area|NOT APPLICABLE|10|6332399|6332399|
0nb583a|Growing Practices|TRADITIONAL|11|6332399|6332399|
0nb583a|Packaging|CARTON BULK|12|6332399|6332399|
0qQSxmw|Commodity Type|GINGER|01|3148012||
0qQSxmw|Primary Variety|NOT APPLICABLE|02|3148012||
0qQSxmw|Color|NOT APPLICABLE|03|3148012||
0qQSxmw|Preparation|FRESH|04|3148012||
0qQSxmw|Packed In|NOT APPLICABLE|05|3148012||
0qQSxmw|Processing Style|MINCED|06|3148012||
0qQSxmw|Process Dimension|1/8""|07|3148012||
0qQSxmw|Product Size|NOT APPLICABLE|08|3148012||
0qQSxmw|Seasoning/Flavor Profile|NOT APPLICABLE|09|3148012||
0qQSxmw|Growing Area|NOT APPLICABLE|10|3148012||
0qQSxmw|Growing Practices|TRADITIONAL|11|3148012||
0qQSxmw|Packaging|CARTON JAR|12|3148012||
0sK4OcI|Commodity Type|GARLIC|01|3802386||
0sK4OcI|Primary Variety|NOT APPLICABLE|02|3802386||
0sK4OcI|Color|NOT APPLICABLE|03|3802386||
0sK4OcI|Preparation|NOT APPLICABLE|04|3802386||
0sK4OcI|Packed In|NOT APPLICABLE|05|3802386||
0sK4OcI|Processing Style|WHOLE|06|3802386||
0sK4OcI|Process Dimension|NOT APPLICABLE|07|3802386||
0sK4OcI|Product Size|LARGE|08|3802386||
0sK4OcI|Seasoning/Flavor Profile|NOT APPLICABLE|09|3802386||
0sK4OcI|Growing Area|NOT APPLICABLE|10|3802386||
0sK4OcI|Growing Practices|TRADITIONAL|11|3802386||
0sK4OcI|Packaging|CARTON JAR|12|3802386||
0njdE5W|Commodity Type|GARLIC|01|0077172|0077172|
0njdE5W|Primary Variety|NOT APPLICABLE|02|0077172|0077172|
0njdE5W|Color|NOT APPLICABLE|03|0077172|0077172|
0njdE5W|Preparation|FRESH|04|0077172|0077172|
0njdE5W|Packed In|NOT APPLICABLE|05|0077172|0077172|
0njdE5W|Processing Style|NOT APPLICABLE|06|0077172|0077172|
0njdE5W|Process Dimension|NOT APPLICABLE|07|0077172|0077172|
0njdE5W|Product Size|JUMBO|08|0077172|0077172|
0njdE5W|Seasoning/Flavor Profile|NOT APPLICABLE|09|0077172|0077172|
0njdE5W|Growing Area|NOT APPLICABLE|10|0077172|0077172|
0njdE5W|Growing Practices|TRADITIONAL|11|0077172|0077172|
0njdE5W|Packaging|CARTON JAR|12|0077172|0077172|
0sOJPte|Commodity Type|GARLIC|01|8795448||
0sOJPte|Primary Variety|NOT APPLICABLE|02|8795448||
0sOJPte|Color|NOT APPLICABLE|03|8795448||
0sOJPte|Preparation|NOT APPLICABLE|04|8795448||
0sOJPte|Packed In|NOT APPLICABLE|05|8795448||
0sOJPte|Processing Style|PUREE|06|8795448||
0sOJPte|Process Dimension|NOT APPLICABLE|07|8795448||
0sOJPte|Product Size|NOT APPLICABLE|08|8795448||
0sOJPte|Seasoning/Flavor Profile|NOT APPLICABLE|09|8795448||
0sOJPte|Growing Area|NOT APPLICABLE|10|8795448||
0sOJPte|Growing Practices|TRADITIONAL|11|8795448||
0sOJPte|Packaging|CARTON JAR|12|8795448||
0sKZKcQ|Commodity Type|GARLIC|01|1694609||
0sKZKcQ|Primary Variety|NOT APPLICABLE|02|1694609||
0sKZKcQ|Color|NOT APPLICABLE|03|1694609||
0sKZKcQ|Preparation|NOT APPLICABLE|04|1694609||
0sKZKcQ|Packed In|NOT APPLICABLE|05|1694609||
0sKZKcQ|Processing Style|MINCED|06|1694609||
0sKZKcQ|Process Dimension|NOT APPLICABLE|07|1694609||
0sKZKcQ|Product Size|NOT APPLICABLE|08|1694609||
0sKZKcQ|Seasoning/Flavor Profile|NOT APPLICABLE|09|1694609||
0sKZKcQ|Growing Area|NOT APPLICABLE|10|1694609||
0sKZKcQ|Growing Practices|TRADITIONAL|11|1694609||
0sKZKcQ|Packaging|CARTON BULK|12|1694609||
0mnMqr0|Commodity Type|GARLIC|01|7634759|7634759|
0mnMqr0|Primary Variety|NOT APPLICABLE|02|7634759|7634759|
0mnMqr0|Color|NOT APPLICABLE|03|7634759|7634759|
0mnMqr0|Preparation|DRIED|04|7634759|7634759|
0mnMqr0|Packed In|NOT APPLICABLE|05|7634759|7634759|
0mnMqr0|Processing Style|MINCED|06|7634759|7634759|
0mnMqr0|Process Dimension|NOT APPLICABLE|07|7634759|7634759|
0mnMqr0|Product Size|NOT APPLICABLE|08|7634759|7634759|
0mnMqr0|Seasoning/Flavor Profile|NOT APPLICABLE|09|7634759|7634759|
0mnMqr0|Growing Area|NOT APPLICABLE|10|7634759|7634759|
0mnMqr0|Growing Practices|TRADITIONAL|11|7634759|7634759|
0mnMqr0|Packaging|CARTON BAG|12|7634759|7634759|
0oSQTn4|Commodity Type|GARLIC|01|2825434|2825434|
0oSQTn4|Primary Variety|AJO MORADO|02|2825434|2825434|
0oSQTn4|Color|PURPLE|03|2825434|2825434|
0oSQTn4|Preparation|NOT APPLICABLE|04|2825434|2825434|
0oSQTn4|Packed In|NOT APPLICABLE|05|2825434|2825434|
0oSQTn4|Processing Style|BULB|06|2825434|2825434|
0oSQTn4|Process Dimension|NOT APPLICABLE|07|2825434|2825434|
0oSQTn4|Product Size|NOT APPLICABLE|08|2825434|2825434|
0oSQTn4|Seasoning/Flavor Profile|NOT APPLICABLE|09|2825434|2825434|
0oSQTn4|Growing Area|NOT APPLICABLE|10|2825434|2825434|
0oSQTn4|Growing Practices|TRADITIONAL|11|2825434|2825434|
0oSQTn4|Packaging|CARTON JAR|12|2825434|2825434|
0wfHpIM|Commodity Type|GARLIC|01|0411187||
0wfHpIM|Primary Variety|NOT APPLICABLE|02|0411187||
0wfHpIM|Color|NOT APPLICABLE|03|0411187||
0wfHpIM|Preparation|NOT APPLICABLE|04|0411187||
0wfHpIM|Packed In|NOT APPLICABLE|05|0411187||
0wfHpIM|Processing Style|MINCED|06|0411187||
0wfHpIM|Process Dimension|NOT APPLICABLE|07|0411187||
0wfHpIM|Product Size|NOT APPLICABLE|08|0411187||
0wfHpIM|Seasoning/Flavor Profile|NOT APPLICABLE|09|0411187||
0wfHpIM|Growing Area|NOT APPLICABLE|10|0411187||
0wfHpIM|Growing Practices|TRADITIONAL|11|0411187||
0wfHpIM|Packaging|CARTON BAG|12|0411187||
0sVUPI6|Commodity Type|GARLIC|01|7142658||
0sVUPI6|Primary Variety|NOT APPLICABLE|02|7142658||
0sVUPI6|Color|NOT APPLICABLE|03|7142658||
0sVUPI6|Preparation|NOT APPLICABLE|04|7142658||
0sVUPI6|Packed In|NOT APPLICABLE|05|7142658||
0sVUPI6|Processing Style|PEELED|06|7142658||
0sVUPI6|Process Dimension|NOT APPLICABLE|07|7142658||
0sVUPI6|Product Size|NOT APPLICABLE|08|7142658||
0sVUPI6|Seasoning/Flavor Profile|ZESTY|09|7142658||
0sVUPI6|Growing Area|NOT APPLICABLE|10|7142658||
0sVUPI6|Growing Practices|TRADITIONAL|11|7142658||
0sVUPI6|Packaging|CARTON BULK|12|7142658||
0u2ymGc|Commodity Type|GINGER|01|8093171||
0u2ymGc|Primary Variety|NOT APPLICABLE|02|8093171||
0u2ymGc|Color|NOT APPLICABLE|03|8093171||
0u2ymGc|Preparation|NOT APPLICABLE|04|8093171||
0u2ymGc|Packed In|NOT APPLICABLE|05|8093171||
0u2ymGc|Processing Style|PUREE|06|8093171||
0u2ymGc|Process Dimension|NOT APPLICABLE|07|8093171||
0u2ymGc|Product Size|NOT APPLICABLE|08|8093171||
0u2ymGc|Seasoning/Flavor Profile|NOT APPLICABLE|09|8093171||
0u2ymGc|Growing Area|NOT APPLICABLE|10|8093171||
0u2ymGc|Growing Practices|TRADITIONAL|11|8093171||
0u2ymGc|Packaging|CARTON BAG|12|8093171||
0r3ktXC|Commodity Type|GINGER|01|1325275||
0r3ktXC|Primary Variety|NOT APPLICABLE|02|1325275||
0r3ktXC|Color|NOT APPLICABLE|03|1325275||
0r3ktXC|Preparation|NOT APPLICABLE|04|1325275||
0r3ktXC|Packed In|NOT APPLICABLE|05|1325275||
0r3ktXC|Processing Style|PUREE|06|1325275||
0r3ktXC|Process Dimension|NOT APPLICABLE|07|1325275||
0r3ktXC|Product Size|NOT APPLICABLE|08|1325275||
0r3ktXC|Seasoning/Flavor Profile|NOT APPLICABLE|09|1325275||
0r3ktXC|Growing Area|NOT APPLICABLE|10|1325275||
0r3ktXC|Growing Practices|TRADITIONAL|11|1325275||
0r3ktXC|Packaging|CARTON JAR|12|1325275||
